playerID,MVP,Gold_Glove,Cy_Young_Award,All_Star_Game,Batting_Seasons_Number,Batting_LastSeason,Batting_Games,Batting_At_Bats,Batting_Runs,Batting_Hits,Batting_Doubles,Batting_Triples,Batting_Homeruns,Batting_Runs_Batted_In,Batting_Stolen_Bases,Batting_Caught_Steading,Batting_Base_on_Balls,Batting_Intentional_walks,Batting_Hit_by_pitch,Batting_Sacrifice_hits,Batting_Grounded_into_double_plays,Pitching_Wins,Pitching_Games,Pitching_Shutouts,Pitching_Saves,Pitching_Outs_Pitched,Pitching_Earned_Runs,Pitching_Strikeouts,Pitching_ERA,Pitching_HBP,Pitching_BK,Pitching_BFP,Pitching_GF,Pitching_R,inducted
grohhe01,0,0,0,NULL,16,1927,1676,6074,918,1774,308,87,26,566,180,66,696,0,83,182,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
gromest01,0,0,0,0,17,1957,470,630,58,124,9,2,0,40,2,0,71,0,1,40,13,123,447,17,23,6194,782,904,71.19000005722046,68,3,8676,110,893,N
grossgr01,0,0,0,NULL,17,1989,1809,3745,449,1073,130,46,7,308,39,44,523,51,8,40,90,0,2,0,0,5,2,3,18,0,0,11,2,2,N
groteje01,0,0,0,2,16,1981,1421,4339,352,1092,160,22,39,404,15,23,399,77,26,47,131,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
grovele01,1,0,0,3,17,1941,619,1369,119,202,27,5,15,121,1,1,105,0,2,103,1,300,616,35,55,11822,1339,2266,55.489999532699585,42,1,16633,123,1594,N
groveor01,0,0,0,0,10,1949,207,373,23,48,4,2,1,19,0,2,31,0,3,21,9,63,207,11,4,3530,494,374,95.97999978065491,29,1,5109,31,595,N
grudzma01,0,1,0,1,15,2010,1802,7052,946,2040,391,36,90,640,133,52,364,24,105,40,174,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
guarded01,0,0,0,2,17,2009,909,1,0,0,0,0,0,0,0,0,0,0,0,0,1,46,908,0,187,2834,453,798,86.74000024795532,16,2,4011,401,477,N
guerrpe01,0,0,0,4,15,1992,1536,5392,730,1618,267,29,215,898,97,47,609,115,32,9,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
guerrvl01,1,0,0,9,16,2011,2147,8155,1328,2590,477,46,449,1496,181,94,737,250,103,0,277,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
guidrro01,0,5,1,2,14,1988,380,0,4,0,0,0,0,0,0,0,0,0,0,0,0,170,368,26,4,7176,874,1778,49.580000162124634,13,8,9794,24,953,N
guillca01,0,0,0,2,14,2011,1305,4673,733,1331,266,51,124,660,74,47,510,39,22,28,119,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
guilloz01,0,1,0,2,16,2000,1993,6686,773,1764,275,69,28,619,169,108,239,25,7,141,114,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
gullibi01,0,0,0,NULL,14,1994,398,576,30,81,16,0,3,27,0,1,20,0,0,63,12,162,398,11,0,7680,1118,1279,56.71999979019165,34,8,10744,3,1228,N
gurala01,0,0,0,0,16,1985,405,33,1,3,0,0,0,1,0,0,2,0,0,3,0,126,403,16,14,6141,855,801,77.5,46,3,8596,60,958,N
gustifr01,0,0,0,3,12,1950,1261,4582,553,1214,222,47,38,480,60,1,369,0,15,71,125,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
gwynnto01,0,5,0,13,20,2001,2440,9288,1383,3141,543,85,135,1138,319,125,790,203,24,45,260,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
haasmu01,0,0,0,NULL,12,1938,1168,4303,706,1257,254,45,43,496,12,16,433,0,13,227,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hackst01,0,0,0,4,16,1947,1938,7278,1239,2193,363,81,57,642,165,0,1092,0,21,115,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
haddiha01,0,3,0,1,14,1965,531,798,95,169,37,9,4,64,4,0,46,0,2,20,15,136,453,20,21,6705,901,1575,54.78999972343445,43,3,9330,84,1012,N
hafeych01,0,0,0,1,13,1937,1283,4625,777,1466,341,67,164,833,70,7,372,0,33,83,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hahnno01,0,0,0,NULL,8,1906,244,731,65,129,18,10,2,52,7,0,53,0,4,21,0,130,243,25,0,6088,574,917,21.679999828338623,52,1,5496,11,822,N
haineje01,0,0,0,NULL,19,1937,560,1124,76,209,23,2,3,79,2,0,30,0,1,59,1,210,555,24,10,9626,1298,981,69.15000009536743,57,6,13644,95,1556,Y
hallabi01,0,0,0,1,12,1938,328,557,43,90,14,1,2,32,1,0,36,0,1,46,8,102,324,14,8,5221,779,856,56.080000162124634,8,4,7624,52,915,N
hamilbi01,0,0,0,NULL,14,1901,1591,6268,1690,2158,242,94,40,736,912,0,1187,0,89,40,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hamptmi01,0,1,0,2,16,2010,448,725,97,178,22,5,16,79,3,4,47,0,5,63,12,148,419,9,1,6805,1024,1387,66.72999978065491,49,13,9824,12,1157,N
handsbi01,0,0,0,NULL,11,1975,374,472,19,37,6,0,0,19,0,0,39,0,1,48,2,111,374,17,14,5853,727,1128,52.92999994754791,36,5,8116,69,834,N
hardeme01,0,0,0,4,20,1947,584,1203,89,199,38,5,4,93,2,0,39,0,3,69,11,223,582,25,23,10279,1447,1160,81.25000023841858,59,2,14862,95,1714,N
hargrbu01,0,0,0,NULL,12,1930,852,2533,314,786,155,58,29,376,29,16,217,0,32,70,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hargrmi01,0,0,0,1,12,1985,1666,5564,783,1614,266,28,80,686,24,37,965,75,53,44,154,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
harpeto01,0,0,0,1,15,1976,1810,6269,972,1609,256,36,146,567,408,116,753,30,35,76,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
harrato01,0,0,0,1,17,1986,2155,7402,1115,1954,307,40,195,918,238,94,1153,51,63,76,155,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
harrebu01,0,1,0,2,16,1980,1533,4744,539,1120,136,45,7,267,127,60,633,31,22,94,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
harribu01,0,0,0,NULL,12,1931,1263,4736,722,1297,224,64,9,506,167,91,472,0,99,249,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
harrile01,0,0,0,NULL,18,2005,1903,3924,460,1055,161,21,37,369,131,54,279,26,17,44,112,0,1,0,0,3,0,1,0,0,0,3,1,0,N
hartnga01,1,0,0,5,20,1941,1990,6432,867,1912,396,64,236,1179,28,7,703,0,35,127,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hattogr01,0,0,0,0,12,1960,1312,4206,562,1068,166,33,91,533,42,9,646,5,13,39,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hearnji01,0,0,0,0,13,1959,403,548,44,77,7,2,9,36,1,0,33,0,1,35,7,109,396,10,8,5111,721,669,61.85000014305115,25,1,7294,73,847,N
hebneri01,0,0,0,NULL,18,1985,1908,6144,865,1694,273,57,203,890,38,40,687,95,74,44,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
heganji01,0,0,0,2,17,1960,1666,4772,550,1087,187,46,92,525,15,24,456,14,4,72,113,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
heilmha01,0,0,0,NULL,17,1932,2148,7787,1291,2660,542,151,183,1539,113,64,856,0,40,277,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
helmsto01,0,2,0,2,14,1977,1435,4997,414,1342,223,21,34,477,33,40,231,60,15,48,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hemusso01,0,0,0,NULL,11,1959,961,2694,459,736,137,41,51,263,21,18,456,12,62,31,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hendeda01,0,0,0,1,14,1994,1538,5130,710,1324,286,17,197,708,50,38,465,19,22,19,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
henderi01,1,1,0,10,25,2003,3081,10961,2295,3055,510,66,297,1115,1406,335,2190,61,98,30,172,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hendrge01,0,0,0,3,18,1988,2048,7129,941,1980,343,27,267,1111,59,47,567,77,22,21,211,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
henketo01,0,0,0,2,14,1995,642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41,642,0,311,2369,234,861,38.85000002384186,9,3,3194,548,252,N
hennemi01,0,0,0,0,10,1996,561,1,0,0,0,0,0,0,0,0,0,0,0,0,0,57,561,0,193,2198,261,533,36.59000027179718,19,2,3112,432,301,N
henrito01,0,0,0,4,11,1950,1284,4603,901,1297,269,73,183,795,37,19,712,0,34,60,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hentgpa01,0,0,1,2,14,2004,344,84,4,9,0,0,0,0,0,0,4,0,0,9,2,131,344,10,1,6226,996,1290,64.05000019073486,49,10,8925,15,1076,N
hermaba01,0,0,0,NULL,13,1945,1552,5603,882,1818,399,110,181,997,94,0,520,0,11,92,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hermabi01,0,0,0,10,15,1947,1922,7707,1163,2345,486,82,47,839,67,0,737,0,26,171,191,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hernake01,1,11,0,5,17,1990,2088,7370,1124,2182,426,60,162,1071,98,63,1070,130,32,10,161,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hernaro01,0,0,0,2,17,2007,1010,2,0,1,0,0,0,0,0,0,0,0,0,0,0,67,1010,0,326,3214,411,945,77.11999988555908,35,1,4632,667,475,N
hernawi01,1,0,1,2,13,1989,747,63,4,13,2,0,0,3,2,0,1,0,0,6,0,70,744,0,147,3134,392,788,50.29000008106232,25,10,4366,419,431,N
hershor01,0,1,1,2,18,2000,520,810,65,163,29,2,0,50,8,3,27,0,5,101,7,204,510,25,5,9391,1211,2014,73.02999973297119,117,23,13150,19,1366,N
herzobu01,0,0,0,NULL,13,1920,1493,5284,705,1370,191,75,20,445,312,53,427,0,120,216,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hickmji02,0,0,0,1,13,1974,1421,3974,518,1002,163,25,159,560,17,19,491,36,16,25,99,0,1,0,0,6,1,0,4.5,0,0,7,1,1,N
higgibo02,0,0,0,NULL,11,2005,1362,4910,736,1336,270,33,187,709,91,53,649,36,37,12,83,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
higgipi01,0,0,0,2,14,1946,1802,6636,930,1941,374,51,140,1075,61,59,800,0,22,96,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hillejo01,0,0,0,0,15,1980,546,101,2,11,1,0,0,4,0,0,3,0,0,4,1,87,545,6,125,3726,391,1036,47.22000026702881,12,1,5206,363,438,N
hillpe99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hinchbi01,0,0,0,NULL,10,1920,908,3043,364,793,128,69,20,369,85,17,298,0,48,96,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hislela01,0,0,0,2,14,1982,1197,4205,652,1146,193,32,166,674,128,61,462,37,39,32,95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hodgegi01,0,3,0,6,18,1963,2071,7030,1105,1921,295,48,370,1274,63,31,943,31,25,56,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hoernjo01,0,0,0,0,14,1977,493,59,2,6,1,0,1,3,0,0,2,0,0,7,0,39,493,0,99,1688,187,412,62.399999141693115,18,6,2375,268,213,N
hoffmtr01,0,0,0,7,18,2010,1035,34,1,4,2,0,0,5,0,0,0,0,0,2,0,61,1035,0,601,3268,347,1133,55.60000026226044,9,0,4388,856,378,N
holmeto01,0,0,0,1,11,1952,1320,4992,698,1507,292,47,88,581,40,0,480,0,24,69,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
holtzke01,0,0,0,1,15,1979,456,607,35,99,19,1,2,34,0,0,17,0,0,40,11,174,451,31,3,8602,1111,1601,62.640000343322754,49,2,12069,18,1273,N
honeyri01,0,0,0,1,21,1997,801,182,13,24,3,0,0,9,1,0,18,0,0,28,2,109,797,11,38,6480,893,1038,125.0699999332428,50,23,9141,118,1034,N
hoopeha01,0,0,0,NULL,17,1925,2309,8785,1429,2466,389,160,75,817,375,121,1136,0,76,247,0,0,1,0,0,6,0,0,0,0,0,7,0,0,Y
hootobu01,0,0,0,1,15,1985,481,748,42,92,18,0,4,49,0,1,44,0,2,117,6,151,480,29,7,7956,996,1491,58.8100004196167,20,4,11025,35,1112,N
hornebo01,0,0,0,1,10,1988,1020,3777,560,1047,169,8,218,685,14,18,369,39,16,1,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hornsro01,2,0,0,NULL,23,1937,2259,8173,1579,2930,541,169,301,1584,135,64,1038,0,48,216,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hortowi01,0,0,0,4,18,1980,2028,7298,873,1993,284,40,325,1163,20,38,620,95,58,17,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
houghch01,0,0,0,1,25,1994,858,226,7,33,4,0,1,13,0,0,5,0,1,18,8,216,858,13,61,11404,1582,2362,99.23000073432922,174,42,16170,240,1807,N
houttar01,0,0,0,1,12,1957,330,513,37,99,12,1,2,37,2,1,14,0,0,38,15,87,325,14,20,4665,715,639,81.90999913215637,40,1,6713,91,810,N
howarel01,1,2,0,6,14,1968,1605,5363,619,1471,218,50,167,762,9,14,373,82,26,29,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
howarfr01,0,0,0,4,16,1973,1895,6488,864,1774,245,35,382,1119,8,9,782,135,33,7,219,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
howear01,0,0,0,NULL,11,1985,891,2626,268,682,139,23,43,293,10,10,275,47,9,16,70,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
howelro02,0,0,0,1,11,1984,1112,3791,422,991,183,31,80,454,9,14,318,38,23,25,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hoytwa01,0,0,0,NULL,21,1938,674,1287,96,255,26,11,0,100,0,1,40,0,1,91,10,237,674,26,52,11287,1500,1206,94.26000046730042,49,5,16123,175,1780,Y
hraboal01,0,0,0,NULL,13,1982,546,56,4,8,0,1,0,6,0,0,4,0,1,8,0,64,545,0,97,2166,249,548,35.96999979019165,13,1,3056,307,284,N
hrbekke01,0,0,0,1,14,1994,1747,6192,903,1749,312,18,293,1086,37,26,838,110,26,15,165,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hubbeca01,2,0,0,5,16,1943,535,1288,95,246,30,2,4,101,1,0,33,0,1,75,12,253,535,36,33,10771,1188,1677,50.17999970912933,53,1,14805,82,1380,Y
huggimi01,0,0,0,NULL,13,1916,1586,5558,948,1474,146,50,9,318,324,12,1003,0,47,192,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
hundlra01,0,1,0,1,14,1977,1061,3442,311,813,118,13,82,381,12,17,271,41,13,44,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hunteca01,0,0,1,6,15,1979,515,658,60,149,16,3,6,51,2,0,8,0,0,39,10,224,500,42,1,10348,1248,2012,52.13999962806702,49,7,14032,6,1380,Y
huntro01,0,0,0,2,12,1974,1483,5235,745,1429,223,23,39,370,65,55,555,22,243,103,100,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
hurstbr01,0,0,0,0,15,1994,380,274,11,31,5,0,0,8,0,0,20,0,0,37,1,145,379,23,0,7252,1052,1689,80.48000121116638,28,19,10204,5,1143,N
hutchfr01,0,0,0,1,11,1953,354,650,71,171,23,3,4,83,6,1,66,0,3,15,19,95,242,13,7,4392,606,591,38.10000014305115,14,2,6142,48,681,N
irvinmo01,0,0,0,0,8,1956,764,2499,366,731,97,31,99,443,28,7,351,5,23,9,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
irwinch01,0,0,0,NULL,10,1902,989,3679,555,981,144,46,16,488,180,0,286,0,61,69,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jacksda02,0,0,0,1,15,1997,355,428,28,54,12,2,0,28,0,2,10,0,1,54,2,112,353,15,1,6218,923,1225,79.01000022888184,50,12,8986,11,1061,N
jacksgr01,0,0,0,0,18,1982,718,236,20,32,2,1,2,17,0,0,7,0,1,8,3,86,692,5,79,4076,523,889,90.21999990940094,21,9,5749,291,589,N
jacksjo01,0,0,0,NULL,13,1920,1332,4981,873,1772,307,168,54,785,202,61,519,0,59,131,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jacksmi02,0,0,0,NULL,17,2004,1005,28,3,5,2,0,0,1,0,0,1,0,0,4,0,62,1005,0,142,3565,451,1006,57.27000021934509,56,27,4966,422,492,N
jacksre01,1,0,0,12,21,1987,2820,9864,1551,2584,463,49,563,1702,228,115,1375,164,96,13,183,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
jacksso01,0,0,0,NULL,12,1974,936,3055,396,767,81,28,7,162,126,51,250,11,11,57,52,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jackstr01,0,0,0,1,15,1936,1656,6086,833,1768,291,86,135,929,71,13,412,0,10,171,39,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
jeffegr01,0,0,0,2,14,2000,1465,5520,761,1593,300,27,126,663,196,63,472,59,24,4,156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jenkife01,0,0,1,2,19,1983,665,896,54,148,27,6,13,85,0,1,41,0,0,66,9,284,664,49,7,13502,1669,3192,67.78000068664551,84,18,18400,37,1853,Y
jennihu01,0,0,0,NULL,17,1918,1285,4904,994,1527,232,88,18,840,359,0,347,0,287,101,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jenseja01,1,1,0,3,11,1961,1438,5236,810,1463,259,45,199,929,143,55,750,28,23,18,185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsal01,0,0,0,1,13,1976,1322,4623,550,1331,180,33,78,525,113,63,244,43,36,12,143,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsbo01,0,0,0,5,13,1945,1863,6920,1239,2051,396,95,288,1283,96,64,1075,0,24,28,102,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsch04,0,4,0,2,12,2005,1188,3836,465,940,211,4,167,570,6,10,475,29,25,18,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsda02,0,3,0,3,13,1978,1435,4797,564,1252,242,18,136,609,33,25,559,57,40,26,126,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsde01,0,0,0,NULL,16,1976,1765,5941,706,1447,247,33,245,923,11,18,585,54,20,13,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsho01,0,0,0,2,14,1995,1531,4940,760,1229,247,22,228,760,231,77,692,105,17,9,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
johnsju99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
johnsra05,0,0,5,8,22,2009,619,625,20,78,14,0,1,40,0,0,19,0,2,44,10,303,618,37,2,12406,1513,4875,83.54000067710876,190,33,17067,7,1703,Y
johnswa01,2,0,0,NULL,21,1927,933,2324,241,547,94,41,24,255,13,4,110,0,13,70,0,417,802,110,34,17744,1424,3509,49.31000006198883,203,4,23749,129,1902,Y
johnto01,0,0,0,2,26,1989,761,900,43,141,13,0,5,54,0,0,33,0,1,93,20,288,760,46,4,14131,1749,2245,97.68999981880188,98,16,19692,22,2017,N
jonescl01,0,0,0,1,13,1976,1213,4263,565,1196,183,33,93,524,91,48,360,42,40,26,108,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jonesdo01,0,0,0,4,16,2000,846,7,0,1,0,0,0,0,0,0,1,0,0,0,0,69,846,0,303,3385,414,909,68.6000007390976,39,6,4754,640,465,N
jonesfi01,0,0,0,NULL,15,1915,1788,6747,1180,1920,206,75,21,631,359,0,817,0,76,254,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jonesja05,0,0,0,NULL,1,2003,40,107,11,23,6,0,3,11,0,1,10,0,3,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jonesra01,0,0,1,2,10,1982,319,599,37,79,8,0,0,20,1,1,22,0,0,66,3,100,305,19,2,5799,735,735,37.03999996185303,18,6,8069,11,875,N
jonessa01,0,0,0,NULL,22,1935,713,1243,151,245,44,5,6,99,7,4,139,0,22,85,0,229,647,36,31,11649,1656,1223,84.3400011062622,68,5,16699,115,2007,N
jonesto02,0,0,0,1,16,2008,982,19,1,4,1,0,0,0,0,0,1,0,0,0,1,58,982,0,319,3216,473,868,79.06999897956848,38,1,4650,619,518,N
jordabr01,0,0,0,1,15,2006,1456,5160,755,1454,267,37,184,821,119,48,353,25,74,2,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jordati01,0,0,0,NULL,7,1910,540,1813,220,474,74,24,32,232,48,0,254,0,9,48,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jorgemi01,0,1,0,NULL,17,1985,1633,3421,429,833,132,13,95,426,58,44,532,51,25,31,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jossad01,0,0,0,NULL,9,1910,296,817,46,118,21,6,1,51,10,0,54,0,1,39,0,160,286,45,5,6981,488,920,17.240000128746033,60,2,9209,22,729,Y
joynewa01,0,0,0,1,16,2001,2033,7127,973,2060,409,26,204,1106,60,39,833,108,38,26,168,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
judgejo01,0,0,0,NULL,20,1934,2171,7898,1184,2352,433,159,71,1034,213,92,965,0,51,257,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
jurgebi01,0,0,0,0,17,1947,1816,6253,721,1613,245,55,43,656,36,0,568,0,51,141,195,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
justida01,0,0,0,2,14,2002,1610,5625,929,1571,280,24,305,1017,53,46,903,85,18,1,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
kaatji01,0,16,0,2,25,1983,1004,1251,117,232,44,5,16,106,5,1,63,1,7,34,14,283,898,31,18,13591,1738,2461,114.81999969482422,122,6,19021,102,2038,N
kalinal01,0,10,0,16,22,1974,2834,10116,1622,3007,498,75,399,1583,137,65,1277,131,55,45,271,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kammwi01,0,0,0,NULL,13,1935,1693,5851,802,1643,348,85,29,826,126,84,824,0,22,238,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
karroer01,0,0,0,NULL,14,2004,1755,6441,797,1724,324,11,284,1027,59,30,552,21,31,0,181,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
keefeti01,0,0,0,NULL,14,1893,618,2083,248,390,60,38,12,134,13,0,175,0,4,0,0,342,600,39,2,15143,1472,2562,42.86999988555908,96,0,20975,7,2468,Y
keelewi01,0,0,0,NULL,19,1910,2123,8591,1719,2932,241,145,33,810,495,0,524,0,129,350,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
kellech01,0,0,0,3,13,1952,1170,3790,725,1085,166,72,189,760,45,23,784,0,10,20,50,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
