playerID,MVP,Gold_Glove,Cy_Young_Award,All_Star_Game,Batting_Seasons_Number,Batting_LastSeason,Batting_Games,Batting_At_Bats,Batting_Runs,Batting_Hits,Batting_Doubles,Batting_Triples,Batting_Homeruns,Batting_Runs_Batted_In,Batting_Stolen_Bases,Batting_Caught_Steading,Batting_Base_on_Balls,Batting_Intentional_walks,Batting_Hit_by_pitch,Batting_Sacrifice_hits,Batting_Grounded_into_double_plays,Pitching_Wins,Pitching_Games,Pitching_Shutouts,Pitching_Saves,Pitching_Outs_Pitched,Pitching_Earned_Runs,Pitching_Strikeouts,Pitching_ERA,Pitching_HBP,Pitching_BK,Pitching_BFP,Pitching_GF,Pitching_R,inducted
mccorfr01,1,0,0,6,13,1948,1534,5723,722,1711,334,26,128,951,27,0,399,0,27,58,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mccovwi01,1,0,0,6,22,1980,2588,8197,1229,2211,353,46,521,1555,26,22,1345,260,69,5,176,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mcdanli01,0,0,0,1,21,1975,988,378,19,56,11,0,3,17,0,0,8,0,1,25,4,141,987,2,172,6418,821,1361,80.55999946594238,15,5,8971,577,934,N
mcdougi01,0,0,0,4,10,1960,1336,4676,697,1291,187,51,112,576,45,44,559,8,36,97,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcdowja01,0,0,1,3,12,1999,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,277,13,0,5667,809,1311,50.68000066280365,48,5,7966,0,874,N
mcdowsa01,0,0,0,4,15,1975,429,774,34,119,7,2,2,36,0,1,16,0,1,56,6,141,425,23,14,7477,879,2453,53.90999984741211,59,7,10587,39,999,N
mcgeewi01,1,3,0,4,18,1999,2201,7649,1010,2254,350,94,79,856,352,121,448,58,15,30,157,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcginjo01,0,0,0,NULL,10,1908,477,1297,109,251,21,10,0,90,26,0,34,0,11,81,0,246,465,32,24,10324,1016,1068,29.270000100135803,182,4,14495,73,1438,Y
mcgloly01,0,0,0,1,11,1982,320,456,30,79,17,0,0,25,0,0,11,0,0,36,9,86,318,13,2,4493,663,939,64.4200005531311,25,3,6469,37,735,N
mcgrajo01,0,0,0,NULL,16,1906,1099,3924,1024,1309,121,70,13,462,436,0,836,0,134,32,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcgratu01,0,0,0,1,19,1984,826,214,14,39,7,0,1,18,0,0,10,0,1,21,2,96,824,1,180,4544,528,1109,65.64999961853027,22,4,6313,541,597,N
mcgresc01,0,0,0,0,13,1988,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,138,356,23,5,6422,949,904,57.87999987602234,26,12,8982,24,1031,N
mcgrifr01,0,0,0,5,19,2004,2460,8757,1349,2490,441,24,493,1550,72,38,1305,171,39,2,226,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcgwima01,0,1,0,9,16,2001,1874,6187,1167,1626,252,6,583,1414,12,8,1317,150,75,3,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcinnst01,0,0,0,NULL,19,1927,2128,7822,872,2405,312,101,20,1063,172,59,380,0,38,383,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mckecbi01,0,0,0,NULL,11,1920,846,2843,319,713,86,33,8,240,127,4,190,0,15,132,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mclaide01,1,0,2,3,10,1972,285,616,32,82,5,2,1,31,1,0,25,0,0,64,10,131,280,29,2,5658,711,1282,44.87000036239624,26,9,7719,8,778,N
mcleala01,0,0,0,NULL,13,1915,862,2647,183,694,90,26,6,298,20,0,136,0,9,41,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcmahdo02,0,0,0,0,18,1974,874,168,8,23,4,0,0,9,0,0,10,0,0,7,3,90,874,0,153,3932,431,1003,70.8600002527237,34,5,5503,506,482,N
mcmanma01,0,0,0,NULL,15,1934,1831,6660,1008,1926,401,88,120,999,126,91,675,0,30,198,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcmilro01,0,3,0,2,16,1966,2093,6752,739,1639,253,35,68,594,41,36,665,47,57,140,163,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcmulke01,0,0,0,NULL,16,1977,1583,5131,568,1273,172,26,156,606,20,19,510,47,17,34,134,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcnalda01,0,0,0,2,14,1975,425,731,49,97,23,0,9,43,0,0,58,0,0,58,4,184,424,33,2,8190,982,1512,45.0699999332428,72,11,11229,7,1070,N
mcphebi01,0,0,0,NULL,18,1899,2135,8291,1678,2250,303,188,53,1067,568,0,981,0,87,50,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mcraeha01,0,0,0,3,19,1987,2084,7218,940,2091,484,66,191,1097,109,78,648,69,79,28,186,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mcveyca01,0,0,0,NULL,9,1879,530,2513,555,869,132,44,11,448,25,1,30,0,0,0,0,10,34,0,5,529,73,49,17.649999618530273,0,0,761,12,141,N
meadole01,0,0,0,NULL,15,1929,498,1117,80,201,21,10,5,75,0,1,34,0,6,43,0,188,490,25,7,9482,1185,1063,80.96000075340271,90,6,13371,56,1491,N
medicdo01,0,0,0,NULL,11,1982,314,54,3,5,0,0,0,1,0,0,4,0,0,8,2,124,312,16,2,5989,836,955,50.72000002861023,35,6,8471,8,925,N
medwijo01,1,0,0,10,17,1948,1984,7635,1198,2471,540,113,205,1383,42,0,437,0,26,44,203,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
meltobi01,0,0,0,0,10,1977,1144,3971,496,1004,162,9,160,591,23,24,479,29,44,20,94,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mendejo99,0,0,0,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
menkede01,0,0,0,2,13,1974,1598,5071,605,1270,225,40,101,606,34,54,698,73,46,54,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mesajo01,0,0,0,1,19,2007,1023,2,1,0,0,0,0,0,0,0,1,0,0,1,0,80,1022,2,321,4646,750,1038,101.82000029087067,55,5,6804,633,811,N
messean01,0,2,0,1,12,1979,353,729,49,124,30,0,5,54,1,0,46,0,1,46,6,130,344,27,15,6691,709,1625,39.109999656677246,40,7,9120,30,812,N
meusebo01,0,0,0,NULL,11,1930,1407,5475,826,1693,368,95,156,1068,142,102,375,0,21,157,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
miksied01,0,0,0,NULL,14,1958,1042,3053,383,722,95,17,44,228,52,22,215,6,6,62,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
milancl01,0,0,0,NULL,16,1922,1982,7359,1004,2100,240,105,17,617,495,78,685,0,80,188,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
millafe01,0,2,0,2,12,1977,1480,5791,699,1617,229,38,22,403,67,43,318,40,63,121,146,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
millebi02,0,0,0,NULL,16,1936,1820,6212,946,1934,389,96,116,992,127,82,383,0,80,210,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
millebo04,0,0,0,NULL,17,1974,707,299,8,33,1,2,0,8,0,0,14,0,1,24,5,69,694,0,51,4654,581,895,79.97999966144562,32,3,6623,290,679,N
milledo02,0,0,0,NULL,12,1921,1589,5805,711,1526,232,108,32,715,177,30,391,0,45,235,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
milleha01,0,0,0,NULL,6,1925,349,1200,164,387,65,11,38,205,10,9,64,0,8,17,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
milleno01,0,0,0,NULL,10,1974,540,1364,166,325,68,10,24,159,16,10,160,15,15,12,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
milnejo01,0,0,0,NULL,12,1982,1215,3436,455,855,140,16,131,498,31,22,504,45,10,7,87,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
minosmi01,0,3,0,8,17,1980,1835,6579,1136,1963,336,83,186,1023,205,130,814,23,192,68,185,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mitchke01,1,0,0,2,13,1998,1223,4134,630,1173,224,25,234,760,30,31,491,87,27,2,89,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mizejo01,0,0,0,10,15,1953,1884,6443,1118,2011,367,83,359,1337,28,1,856,0,52,20,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
molitpa01,0,0,0,6,21,1998,2683,10835,1782,3319,605,114,234,1307,504,131,1094,100,47,75,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
mondari01,0,0,0,2,19,1984,1986,6136,950,1619,248,64,241,775,98,91,924,107,24,46,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mondera01,0,2,0,1,13,2005,1525,5814,909,1589,319,49,271,860,229,92,475,50,41,2,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
moneydo01,0,0,0,2,16,1983,1720,6215,798,1623,302,36,176,729,80,51,600,45,40,90,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
montawi01,0,0,0,1,14,1982,1632,5843,645,1604,279,25,139,802,32,42,465,103,24,10,162,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
montgje01,0,0,0,2,13,1999,700,2,0,0,0,0,0,0,0,0,0,0,0,0,0,46,700,0,304,2606,316,733,48.11000096797943,26,10,3637,549,347,N
moonwa01,0,1,0,3,12,1965,1457,4843,737,1399,212,60,142,661,89,68,644,56,13,31,121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
moorejo02,0,0,0,3,12,1941,1335,5427,809,1615,258,53,79,513,46,0,348,0,37,36,48,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
moorete01,0,0,0,4,11,1948,1298,4700,719,1318,263,28,80,513,82,0,406,0,16,82,76,0,1,0,0,3,0,1,0,0,0,4,1,0,N
moraljo01,0,0,0,NULL,12,1984,733,1305,126,375,68,6,26,207,0,4,89,28,6,13,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
morame01,0,0,0,2,13,2011,1556,5422,794,1503,283,19,171,754,93,55,520,18,117,50,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
moranpa01,0,0,0,NULL,14,1914,818,2634,198,618,102,24,18,262,55,0,142,0,37,51,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
morgajo02,2,5,0,9,22,1984,2649,9277,1650,2517,449,96,268,1133,689,162,1865,76,40,51,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
morriha02,0,0,0,NULL,13,2000,1246,3998,535,1216,246,21,76,513,45,24,356,55,22,28,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
morrija02,0,0,0,5,18,1994,568,1,4,0,0,0,0,0,0,0,0,0,0,0,0,254,549,28,0,11472,1657,2478,72.12999987602234,58,27,16120,10,1815,N
moseswa01,0,0,0,0,17,1951,2012,7356,1124,2138,435,110,89,679,174,81,821,0,21,55,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mostijo01,0,0,0,NULL,10,1929,972,3507,618,1054,209,82,23,376,176,105,415,0,70,104,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
motama01,0,0,0,1,20,1982,1536,3779,496,1149,125,52,31,438,50,42,289,43,28,95,99,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
muellbi02,0,0,0,NULL,11,2006,1216,4223,663,1229,265,22,85,493,20,18,543,17,35,37,105,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
mulcahu01,0,0,0,0,9,1947,223,388,24,64,9,0,0,21,0,0,14,0,0,24,13,45,220,5,9,3485,579,314,38.60000014305115,39,4,5161,48,695,N
mulhote01,0,0,0,1,20,2006,687,619,26,69,13,1,2,23,1,1,13,0,1,53,7,124,685,10,5,7727,1262,1325,123.55999970436096,70,3,11060,128,1396,N
mungova01,0,0,0,2,14,1945,410,787,56,174,24,4,0,74,1,0,29,0,1,21,11,120,364,20,16,6339,815,1242,49.9300000667572,33,5,9033,61,957,N
munsoth01,1,3,0,6,11,1979,1423,5344,696,1558,229,32,113,701,48,50,438,59,42,21,160,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
murcebo01,0,1,0,5,17,1983,1908,6730,972,1862,285,45,252,1043,127,75,862,96,27,18,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
murphda02,0,0,0,NULL,16,1915,1496,5399,705,1563,289,102,44,702,193,0,335,0,47,197,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
murphda05,2,5,0,7,18,1993,2180,7960,1197,2111,350,39,398,1266,161,68,986,159,28,6,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
murraed02,0,3,0,6,21,1997,3026,11336,1627,3255,560,35,504,1917,110,43,1333,222,18,2,316,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
murrare01,0,0,0,NULL,11,1917,1264,4334,555,1170,168,96,37,579,321,8,299,0,40,113,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
murreiv01,0,0,0,NULL,10,1974,564,1306,126,308,41,15,33,123,20,13,44,9,9,8,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
musiast01,3,0,0,24,22,1963,3026,10972,1949,3630,725,177,475,1951,78,31,1599,127,53,35,243,0,1,0,0,0,0,0,0,0,0,1,0,0,Y
mussimi01,0,7,0,3,18,2008,537,52,3,9,1,0,0,5,0,0,1,0,0,1,0,270,537,23,0,10688,1458,2813,66.64000010490417,60,1,14593,0,1559,N
myerbu01,0,0,0,0,17,1941,1923,7038,1174,2131,353,130,38,850,156,109,965,0,33,151,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
myersra01,0,0,0,4,14,1998,729,60,5,11,3,0,0,7,0,0,3,0,0,5,2,44,728,0,347,2654,314,884,48.72999978065491,12,2,3744,548,338,N
nehfar01,0,0,0,NULL,15,1929,464,915,90,192,29,5,8,76,7,3,86,0,5,41,0,184,451,28,13,8123,964,844,65.55000030994415,40,3,11185,84,1164,N
nenro01,0,0,0,2,10,2002,643,15,0,1,0,0,0,0,0,0,0,0,0,0,0,45,643,0,314,2145,237,793,37.66000008583069,7,3,2983,549,266,N
nettlgr01,0,2,0,6,22,1988,2700,8986,1193,2225,328,28,390,1314,32,36,1088,94,50,12,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
nevinph01,0,0,0,1,12,2006,1217,4188,584,1131,209,6,208,743,18,5,449,30,30,3,112,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
newcodo01,1,0,1,4,10,1960,452,878,94,238,33,3,15,108,2,1,87,1,3,17,17,149,344,24,7,6464,852,1129,48.22000050544739,30,3,8891,34,956,N
newhoha01,2,0,0,5,17,1955,492,999,71,201,22,2,2,81,3,3,89,0,0,72,24,207,488,33,26,8979,1016,1796,57.32000017166138,19,7,12648,79,1197,Y
newsobo01,0,0,0,2,20,1953,609,1337,86,253,28,3,1,102,1,1,17,0,1,86,30,211,600,31,21,11278,1664,2082,118.52999877929688,61,7,16467,71,1908,N
nichobi01,0,0,0,4,16,1953,1677,5546,837,1484,272,60,235,948,27,1,800,0,52,20,61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
nichoki01,0,0,0,NULL,15,1906,649,2086,273,471,58,24,16,278,19,0,137,0,12,23,0,361,620,48,17,15169,1660,1868,55.52999997138977,133,1,21243,56,2477,Y
niekrjo01,0,0,0,0,22,1988,706,973,55,152,26,1,1,72,1,0,38,0,1,147,17,221,702,29,16,10752,1431,1747,101.10999941825867,65,8,15166,93,1620,N
niekrph01,0,5,0,2,24,1987,866,1537,80,260,42,1,7,109,0,1,17,0,12,129,35,318,864,45,29,16213,2012,3342,106.56000077724457,123,42,22677,83,2337,Y
nixonot01,0,0,0,NULL,17,1999,1709,5115,878,1379,142,27,11,318,620,186,585,10,5,67,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
nolanga01,0,0,0,0,10,1977,252,529,36,73,9,4,1,32,0,0,38,0,0,56,8,110,250,14,0,5024,573,1039,40.71000027656555,14,10,6836,1,623,N
nomohi01,0,0,0,1,12,2008,324,485,22,65,14,1,4,26,0,0,13,0,0,44,4,123,323,9,0,5929,932,1918,74.29000043869019,38,17,8462,2,993,N
northji01,0,0,0,NULL,12,1975,1392,4692,603,1254,218,42,153,610,39,38,449,50,30,15,128,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
northro01,0,0,0,NULL,12,1957,1084,3172,385,874,172,28,108,513,7,0,361,4,15,14,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
odoulle01,0,0,0,1,11,1934,970,3264,624,1140,175,41,113,542,36,0,333,0,23,39,10,1,34,0,0,233,42,19,17.31999969482422,5,0,372,26,71,N
oeschjo01,0,0,0,NULL,12,1925,366,599,34,99,13,0,0,41,0,0,20,0,0,16,0,82,365,18,8,5454,770,535,59.60999941825867,67,10,7814,112,947,N
ofarrbo01,1,0,0,NULL,21,1935,1492,4101,517,1120,201,58,51,549,35,7,547,0,11,83,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
oglivbe01,0,0,0,3,16,1986,1754,5913,784,1615,277,33,235,901,87,70,560,105,35,21,122,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
olearch01,0,0,0,NULL,11,1934,955,3232,317,731,104,18,3,213,74,0,164,0,32,153,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
olerujo01,0,3,0,2,17,2005,2234,7592,1139,2239,500,13,255,1230,11,14,1275,157,88,12,232,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
olivato01,0,1,0,6,15,1976,1676,6301,870,1917,329,48,220,947,86,55,448,131,59,14,139,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
oliveal01,0,0,0,7,18,1985,2368,9049,1189,2743,529,77,219,1326,84,64,535,119,82,17,254,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
oneilpa01,0,0,0,5,17,2001,2053,7318,1041,2105,451,21,281,1269,141,73,892,107,22,7,221,0,1,0,0,6,3,2,13.5,0,0,11,1,3,N
oneilst01,0,0,0,NULL,17,1928,1590,4795,448,1259,248,34,13,537,30,23,592,0,43,130,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
ordonma01,0,0,0,6,15,2011,1848,6978,1076,2156,426,21,294,1236,94,50,651,36,45,3,242,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
oroscje01,0,0,0,1,24,2003,1252,59,3,10,0,0,0,4,0,0,8,0,0,7,1,87,1252,0,144,3886,455,1179,98.69000005722046,34,11,5460,501,512,N
orourji01,0,0,0,NULL,23,1904,1999,8505,1729,2643,465,151,62,1203,224,8,510,0,36,0,0,0,6,0,2,59,9,4,9.269999742507935,0,0,70,4,14,Y
osteecl01,0,0,0,2,18,1975,588,1099,90,207,31,6,8,76,2,1,40,0,3,69,18,196,541,40,1,10381,1268,1612,69.89999985694885,45,6,14433,24,1435,N
otisam01,0,3,0,4,17,1984,1998,7299,1092,2020,374,66,193,1007,341,93,757,53,33,54,158,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
ottme01,0,0,0,11,22,1947,2730,9456,1859,2876,488,72,511,1860,89,0,1708,0,64,109,82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
paborch01,0,0,0,NULL,5,1875,170,715,101,204,12,12,0,81,3,1,8,0,0,0,0,1,10,0,0,154,32,0,18.75,0,0,0,0,80,N
pafkoan01,0,0,0,4,17,1959,1852,6292,844,1796,264,62,213,976,38,13,561,7,76,82,164,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
paganjo01,0,0,0,NULL,15,1973,1326,3689,387,922,138,26,52,372,46,35,244,43,22,39,81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
paigesa01,0,0,0,1,6,1965,179,124,2,12,0,0,0,4,0,0,3,0,0,8,5,28,179,4,32,1428,174,288,16.90999984741211,7,5,2005,109,191,Y
palmeji01,0,4,3,5,19,1984,576,489,52,85,9,1,3,41,1,0,16,0,0,31,1,268,558,53,4,11844,1253,2212,63.12000036239624,38,11,16112,15,1395,Y
palmera01,0,3,0,4,20,2005,2831,10472,1663,3020,585,38,569,1835,97,40,1353,171,87,15,231,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pappami01,0,0,0,3,17,1973,527,1073,72,132,13,3,20,67,1,0,36,0,8,52,13,209,520,43,4,9558,1203,1728,65.90999984741211,72,6,13198,33,1331,N
parkeda01,1,3,0,6,19,1991,2466,9358,1272,2712,526,75,339,1493,154,113,683,170,56,1,209,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
parrila01,0,0,0,2,15,1988,1891,6792,850,1789,360,33,256,992,30,36,529,79,42,31,187,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
parrila02,0,3,0,7,19,1995,1988,7067,856,1782,305,27,324,1070,28,37,612,62,37,23,197,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pascuca02,0,0,0,3,18,1971,542,967,71,198,32,5,5,81,0,0,46,0,3,55,30,174,529,36,10,8792,1183,2167,76.97999930381775,61,12,12415,67,1334,N
paskedo01,0,0,0,NULL,15,1921,1716,6017,868,1613,279,77,42,577,293,43,715,0,41,224,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pearsmo01,0,0,0,0,10,1941,225,513,58,117,24,1,2,62,2,0,39,0,0,35,2,100,224,5,4,4289,635,703,46.08999991416931,6,1,6259,24,721,N
peckiro01,1,0,0,NULL,17,1927,2012,7233,1006,1876,256,75,48,740,205,70,814,0,22,314,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
peitzhe01,0,0,0,NULL,16,1913,1234,4121,532,1117,191,66,16,560,91,0,409,0,34,71,0,0,4,0,0,48,13,3,22.28000020980835,2,0,0,3,18,N
penato01,0,4,0,5,18,1997,1988,6489,667,1687,298,27,107,708,80,63,455,72,23,68,234,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pendlte01,1,3,0,1,15,1998,1893,7032,851,1897,356,39,140,946,127,59,486,77,15,37,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
pennohe01,0,0,0,NULL,22,1934,620,1214,108,232,33,4,4,103,1,0,94,0,7,111,0,240,617,35,32,10715,1428,1227,93.29000091552734,36,6,15154,133,1692,Y
pepitjo01,0,3,0,3,12,1973,1397,5097,606,1315,158,35,219,721,41,32,302,73,28,14,124,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
percitr01,0,0,0,3,14,2009,703,5,0,0,0,0,0,0,0,0,0,0,0,0,0,35,703,0,358,2126,250,781,49.040000557899475,27,2,2915,546,271,N
perduhu01,0,0,0,NULL,5,1915,161,300,20,42,1,1,0,10,0,0,12,0,0,21,0,51,161,5,7,2755,393,317,24.890000104904175,20,2,3868,24,503,N
perezto01,0,0,0,7,23,1986,2777,9778,1272,2732,505,79,379,1652,49,33,925,150,43,9,268,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Y
perkicy01,0,0,0,NULL,17,1934,1171,3604,329,933,175,35,30,409,18,34,301,0,15,95,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,N
perraro01,0,0,0,NULL,13,1973,737,167,6,16,1,1,0,3,0,0,10,0,0,13,1,79,737,0,179,3524,364,687,49.5200001001358,24,4,5023,458,442,N
